Ticker,SurgePct,RefType,RefPrice,Price,Volume,DollarVolume,SpreadPct,OptionsEligible,Timestamp,Age,Reason,symbol,price,prev_close,open,high,low,ts_ms,source,error,category
WFC,0.73,low,95.255,95.95,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),WFC,95.95,95.6,95.81,96.565,95.255,1767992400000,finnhub,,CORE
SPY,0.71,low,689.18,694.07,,,,N,2026-01-11T23:52:02Z,24s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),SPY,694.07,689.51,690.63,695.31,689.18,1767992400000,finnhub,,CORE
GS,0.67,low,932.7,938.98,,,,N,2026-01-11T23:52:02Z,24s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),GS,938.98,934.83,938.77,946.14,932.7,1767992400000,finnhub,,CORE
NVDA,0.65,low,183.6701,184.86,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),NVDA,184.86,185.04,185.08,186.34,183.6701,1767992400000,finnhub,,CORE
DIA,0.63,low,491.91,495.02,,,,N,2026-01-11T23:52:02Z,24s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),DIA,495.02,492.53,492.86,495.66,491.91,1767992400000,finnhub,,CORE
UNH,0.44,low,342.48,343.98,,,,N,2026-01-11T23:52:02Z,24s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),UNH,343.98,346.85,347.25,349.055,342.48,1767992400000,finnhub,,CORE
HOOD,0.34,low,114.882,115.27,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),HOOD,115.27,115.39,116.975,118.23,114.882,1767992400000,finnhub,,CORE
JPM,0.31,low,328.17,329.19,,,,N,2026-01-11T23:52:02Z,24s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),JPM,329.19,329.79,329.34,331.9,328.17,1767992400000,finnhub,,CORE
MRK,0.28,low,110.22,110.53,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),MRK,110.53,110.99,110.87,112.4799,110.22,1767992400000,finnhub,,CORE
NOW,0.26,low,141.43,141.8,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),NOW,141.8,146.19,147.35,147.35,141.43,1767992400000,finnhub,,CORE
COP,0.24,low,97.28,97.51,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),COP,97.51,98.72,99.14,100.3,97.28,1767992400000,finnhub,,CORE
JNJ,0.19,low,204.01,204.39,,,,N,2026-01-11T23:52:02Z,24s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),JNJ,204.39,205.75,205.91,206.7,204.01,1767992400000,finnhub,,CORE
BAC,0.11,low,55.79,55.85,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),BAC,55.85,56.18,56.17,56.61,55.79,1767992400000,finnhub,,CORE
AMD,0.05,low,203.07,203.17,,,,N,2026-01-11T23:52:02Z,24s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),AMD,203.17,204.68,205.72,207.3,203.07,1767992400000,finnhub,,CORE
LLY,0.05,low,1063.03,1063.56,,,,N,2026-01-11T23:52:02Z,24s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),LLY,1063.56,1085.19,1086.825,1104.52,1063.03,1767992400000,finnhub,,CORE
RGTI,0.04,low,24.71,24.72,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),RGTI,24.72,25.25,25.44,26.7,24.71,1767992400000,finnhub,,CORE
ALGS,0.0,low,9.0,9.0,,,,N,2026-01-11T23:52:02Z,24s,below_threshold(17.0%);low_volume(<1000000),ALGS,9.0,10.33,10.41,10.45,9.0,1767992400000,finnhub,,CORE
